announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2023-03-15,Denmark,Military,Budgetary appropriations,"Original 5.4 DKK billion for 2023 Ukraine Fund commitment: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,5400000000.0,Artillery & Heavy Weapons,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Budgetary appropriations,"Original 1.3 billion for 2025 Ukraine Fund original commitment: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,1300000000.0,Artillery & Heavy Weapons,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-16,Belgium,Military,Equipment,"Belgium sends 240 army trucks to Ukraine (they include Volvo Cargo, Volvo Shelter, Volvo Fassi, and Volvo Manumat). According to the Source 1, these tracks has been in service since 1990s. Later in June, the Minister of Defence announced that, in total, Belgium provided 306 EUR million of military aid (Source of aid 3,4). Since this is the only entry with undisclosed value and our dataset does not record 306 EUR million to the time when this announcement was made, we assume those army trucks were estimated by the Belgian government as around 3.5 EUR million and report this value here.",EUR,3448471.600000024,Artillery & Heavy Weapons,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-16,Estonia,Military,Weapons and equipment,"Estonia will send another package of military assistance to Ukraine, this time consisting of sniper weapons and speacial forces equipment. Source of Aid 3 reports that the Sako TRG-42 sniper rifle currently in service with the Estonian army. ",EUR,494300.0,Ground Combat,2023-03-16
2023-03-17,Slovakia,Military,Weapons,"According to Source of aid 1, Slovakia will send 13 MiG-29 fighters and part of the KUB system to Ukraine, as well as spare parts and ammunition for these systems. According to Source of aid  3, Slovakia has promised 2 KUB systems. As we do not want to underestimate Slovakia's commitment, we assume that Slovakia has pledged 2 Kub systems. Later, in April 2023 (Source of aid 4), it was announced that the total aid had increased to EUR 668 million. We therefore assume that the provision of MiG-29s and KUBs is largely responsible for this and report the difference as a value of the package.",EUR,467543032.5669351,Ammunition & Explosives,2023-03-17
2023-03-17,Norway,Financial,Grant,Norway sets aside 2 NOK billion for budget support for Ukraine through the World Bank.,NOK,2000000000.0,Financial & Economic Aid,2023-03-17
2023-03-17,Slovakia,Military,Weapons,"According to Source of aid 1, Slovakia will send 13 MiG-29 fighters and part of the KUB system to Ukraine, as well as spare parts and ammunition for these systems. According to Source of aid  3, Slovakia has promised 2 KUB systems. As we do not want to underestimate Slovakia's commitment, we assume that Slovakia has pledged 2 Kub systems. Later, in April 2023 (Source of aid 4), it was announced that the total aid had increased to EUR 668 million. We therefore assume that the provision of MiG-29s and KUBs is largely responsible for this and report the difference as a value of the package.",EUR,467543032.5669351,Ammunition & Explosives,2023-03-17
