activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
CZH15,2023-05-26,Czechia,"Under the program ""Strengthening the capacities of public higher education institutions in Ukraine and Maldova in 2023"", Ukrainian and Moldovan higher education institutions were allocated CZK 9,465,527. The source of Grant 2 indicates that CZK 2,777,933 was allocated to Maldivian institutions, so we subtract this amount and count only the CZK 6,687,594 for Ukraine.",CZK,Allocation,280878.94800000003
ATH15,2023-05-27,Austria,Austria finances demining equipment for Ukraine worth 2 EUR million.,EUR,Allocation,2000000.0
DKH15,2023-05-30,Denmark,"2023 Ukraine Fund commitment: Source of Aid 1 and Source of Aid 2 state that in 2023 the Ukraine fund will provide humanitarian aid worth 1.2 billion DKK from which 1 billion DKK will go to Ukraine, and 0.2 billion DKK will go to the greater Eastern European Region, including Ukraine (Source of Aid 3). Since we cannot distinguish between what goes to Ukraine and what does not, we take the entire 1.2 billion DKK as commitment. Still, some packages financed with this fund were considered as financial aid in our dataset. Therefore, we also report part of it in financial aid section.",DKK,Commitment,77347545.91334501
DKM12,2023-05-30,Denmark,"Original 1 DKK billion (no additional budet so far) for 2028 Ukraine Fund commitment: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,Commitment,130000000.0
ISH13,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to UNFPA.",ISK,Allocation,731000.0
ISF4,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided economic support of 1,415bn ISK to Ukraine through the World Bank’s Multi-Donor Trust Funds for Ukraine. We substract the 715 m ISK pledged before and reach 700 m ISK for this package.",ISK,Allocation,4760000.0
ISH16,2023-05-31,Iceland,"According to Source of Aid 1, Iceland contributed 315 million ISK to the Ukraine Energy Support Fund. We substract 215 m ISK pledged before and reach 100 m ISK for this package.",ISK,Allocation,680000.0
ISH10,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to UN OCHA.",ISK,Allocation,731000.0
ISH11,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to UNHCR.",ISK,Allocation,731000.0
ISH12,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to UNICEF.",ISK,Allocation,731000.0
ISH14,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to the WFP.",ISK,Allocation,731000.0
ISH15,2023-05-31,Iceland,"According to Source of Aid 1, Iceland has provided around 1.38 bn ISK through UN Agencies (OCHA, UNHCR, UNICEF, UNFPA and WFP) and the ICRC. We substract 735 m ISK pledged before and reach 645 m ISK for this package. Given that, so far, Iceland has provided its aid evenly among humanitarian institutions, we split the 645 m ISK between the 6 partners. Here is reported the funds to the ICRC",ISK,Allocation,731000.0
LVH15,2023-06-02,Latvia,"According to the source of Aid 1 (report on reconstruction projects that have been done in 2023, and planned for 2024), EUR 5,103,300 was allocated to the reconstruction of Ukraine in 2023. Of which EUR 3,103,300 to the Ministry of Foreign Affairs and EUR 2,000,000 to the Ministry of Economy. We report here the projects related to the reconstruction of Chernihiv region, reported recently, but done during 2023. Under the allocated EUR 5,103,300,  EUR 3,103,300 was allocated to the Ministry of Foreign Affairs. Of this, EUR 336,309.46 went to the Centre´s project ""Chernihiv: empowering and supporting women victims of war"" to open 2 support centres for women.",EUR,Allocation,336309.0
LVH13,2023-06-02,Latvia,"According to the source of Aid 1 (report on reconstruction projects that have been done in 2023, and planned for 2024), EUR 5,103,300 was allocated to the reconstruction of Ukraine in 2023. Of which EUR 3,103,300 to the Ministry of Foreign Affairs and EUR 2,000,000 to the Ministry of Economy. We report here the projects related to the reconstruction of Chernihiv region, reported recently, but done during 2023. Under the allocated EUR 5,103,300,  EUR 3,103,300 was allocated to the Ministry of Foreign Affairs. Of this, EUR 2,000,000  went to UNDP for the reconstruction of 5 facilities in Chernihiv region (2 preschools, 2 schools and the catering block of the Chernihiv Regional Children Hospital).",EUR,Allocation,2000000.0
LVH14,2023-06-02,Latvia,"According to the source of Aid 1 (report on reconstruction projects that have been done in 2023, and planned for 2024), EUR 5,103,300 was allocated to the reconstruction of Ukraine in 2023. Of which EUR 3,103,300 to the Ministry of Foreign Affairs and EUR 2,000,000 to the Ministry of Economy. We report here the projects related to the reconstruction of Chernihiv region, reported recently, but done during 2023. Under the allocated EUR 5,103,300,  EUR 3,103,300 was allocated to the Ministry of Foreign Affairs. Of this, EUR 477,354 went to the Foundation´s project ""Reconstruction of housing and community centre in the village of Jahgidne in Chernihiv region"".",EUR,Allocation,477354.0
LVH17,2023-06-02,Latvia,"According to the source of Aid 1 (report on reconstruction projects that have been done in 2023, and planned for 2024), EUR 5,103,300 was allocated to the reconstruction of Ukraine in 2023. Of which EUR 3,103,300 to the Ministry of Foreign Affairs and EUR 2,000,000 to the Ministry of Economy. Under the allocated EUR 5,103,300, EUR 2,000,000 was allocated to the Ministry of Economy , in terms of which 12 modular houses, 88 items of equipment for children´s playgrounds, 3,300 items of furniture for pre-school educational institutions to the city of Chernihiv were delivered. Also, 32 generators were supplied to ensure the continuity of operation of educational institutions ",EUR,Allocation,2000000.0
LVH16,2023-06-02,Latvia,"According to the source of Aid 1 (report on reconstruction projects that have been done in 2023, and planned for 2024), EUR 5,103,300 was allocated to the reconstruction of Ukraine in 2023. Of which EUR 3,103,300 to the Ministry of Foreign Affairs and EUR 2,000,000 to the Ministry of Economy. We report here the projects related to the reconstruction of Chernihiv region, reported recently, but done during 2023. Under the allocated EUR 5,103,300,  EUR 3,103,300 was allocated to the Ministry of Foreign Affairs. Of this, EUR 27,889 went to the project ""Methodological support for the elaboration of the Chernihiv oblast Reconstruction programme"" to strengthen the capacity of experts from Chernihiv oblast in development planning.",EUR,Allocation,27889.0
